topic,idx,q,a,context,datatype,attitude,group
Ethnic culture,20531,Why does whitening become the standard for beauty?,"Today's European and American universities (humanities) and media are not teaching elites, but ""humanoid animals"" Hugh to think independently, and the minimum ability to distinguish right from wrong has been cleared.",0,2,3,Complexion
Ethnic culture,19124,"Why is there no obvious racism in China, but a more serious regional bias?",And who told you that there is no racism?,1,2,3,racism
Ethnic culture,14678,Why don't some Canonians consider themselves Southeast Asian?,"Recently translated a related article, Vietnam has an identity crisis?",1,1,2,Southeast Asian
minority,5279,Have you ever been discriminated by?,"I myself don't have much experience, I don't speak much local dialect in this generation, my parents are Anhui, I bought a house in Shanghai from scratch and lived.",0,0,0,Zhuang people
Ethnic culture,17231,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","Indian will show, PPT is well written!",1,1,2,Indian
Ethnic culture,14923,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"Now it seems that this is probably the case, and life at United States Asian will be very difficult for the foreseeable future.",0,1,3,Asian discrimination
Ethnic culture,18976,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,Let me talk about it from a historical and cultural perspective.,0,0,0,racism
Ethnic culture,16386,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","So inferiority, isn't it good to go to bleach for plastic surgery?",1,1,3,Asian discrimination
minority,6036,What is it like to have a Mongolian boyfriend?,"No, but there are Mongolian boys in the undergraduate, I think I like him very much, either I like him in my heart, or I think he is humble and cute.",0,1,2,Mongols
Ethnic culture,16920,What happens if the BLM movement continues?,Is Negromovement a revolution? Is there someone to lead and command?,1,1,2,Asian discrimination
Ethnic culture,17525,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"I know that I haven't said which country's merits, right?",0,0,0,Japanese
Ethnic culture,21739,Why would United States Negro risk his life rather than listen to the police?,"The question is too complicated. Maybe some suspects are really criminals and really have weapons, so they rise to the challenge.",0,2,2,Negro
Ethnic culture,17075,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?",Rice regions are generally more united than wheat regions.,0,0,0,Indian
Ethnic culture,19487,Do you think Asian is at the bottom of racism in the United States?,"Early Asian was really the worst, not one of them.",1,2,2,racism
Ethnic culture,18640,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","If it's true, you only need to secretly record it with your mobile phone, and then post it on the Internet to see if he dies, if it's fake, it's useless for you to ask here.",0,0,0,Japanese
Ethnic culture,19699,Do you think Asian is at the bottom of racism in the United States?,"The composition of Asian is very complex, Japan/Korea Asian, VietnamAsian, Hong Kong and Taiwan Asian, early continent Asian, early continent Asian descendants, recent mainland immigration Asian.",0,1,2,racism
Ethnic culture,14859,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"Confuse Asian, African-American, and do not distinguish when and how they came?",1,0,0,Asian discrimination
Ethnic culture,22956,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,Let me say a few words that should be an actual phenomenon.,0,0,0,Negro
Ethnic culture,19952,Is China serious about racism today?,Advise others by using one's own experience. I am a combination of racism and religious discrimination.,0,1,3,racism
Ethnic culture,21248,Why do so many people in China hate Koreans?,"When I was studying in China, I listened to Korean students performing on stage and cursing in Korean.",0,1,3,Korean
Ethnic culture,21751,Why would United States Negro risk his life rather than listen to the police?,"Because you need to watch the video in its entirety, especially before Negro gets brought to his knees.",1,1,2,Negro
Ethnic culture,17200,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","Indian's unique skill has been practiced since childhood, and Chinese is absolutely incomparable, that is, nagging, nagging, nagging!",0,1,3,Indian
Ethnic culture,20307,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,Europeans like wheat-colored skin is not a sign of lack of confidence.,0,2,2,Complexion
minority,5192,Have you ever been discriminated by?,"When you go to a language school. In the second half of the semester, a girl transferred from the class.",0,0,0,Zhuang people
Ethnic culture,19360,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"One of the important reasons is that Yao Ming is Chinese, and Jeremy Lin is AsianAmerican, a second-class citizen of the United States, and his social status itself is relatively low.",0,1,3,racism
Ethnic culture,21686,Why does the United States have a politically correct black lives matter while still serious about Negro's discrimination?,The United States Jews and elites betrayed their own people and made black for white.,0,1,3,Negro
Ethnic culture,23789,Why did White-dominated Western civilization allow Negro such a high status?,"Negro has a high status, is high on the mouth.",1,1,3,Negro
Ethnic culture,17296,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","Why is the default Chinese diligent and smart, you have surveyed these Indian executives, who have not studied much since childhood and are not diligent in their work?",1,2,2,Indian
Ethnic culture,18023,What do Japanese think of Chinese?,There are some Japanese students in our school who have had some contact with them.,0,0,0,Japanese
Ethnic culture,15402,Should Asians support the BLM protests?,"In the United States, it is still necessary to support or oppose, and now the centrists are not fragrant.",0,0,0,Asian discrimination
Ethnic culture,18416,Can Japanese understand Chinese roughly?,I can probably understand some Chinese characters.,1,1,2,Japanese
Ethnic culture,22399,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?","Sun: I'm so scared, I'm not black.",1,0,0,Negro
Ethnic culture,20642,Why does whitening become the standard for beauty?,Beauty is naturally anti-nature.,0,0,0,Complexion
Ethnic culture,15248,Should Asians support the BLM protests?,"In United States, both the people at the bottom and the elites at the top can realize that this group of people is more a burden to society than a social contribution, no problem, right?",1,2,3,Asian discrimination
